id,sex,birthyear,deathyear,alive,dam,sire,a,e,z,repro
23,F,1980,1980,0,NA,NA,-0.440547872353227,2.05816198776349,1.61761411541026,0
24,F,1980,1980,0,NA,NA,0.459589441005854,0.750501453155831,1.21009089416168,0
25,F,1980,1984,0,NA,NA,-0.693720246937475,1.82420830237829,1.13048805544081,26
26,F,1980,1980,0,NA,NA,-1.44820491038647,0.080059641091988,-1.36814526929448,0
27,F,1980,1981,0,NA,NA,0.574755720900728,-0.631409298966366,-0.0566535780656374,1
28,F,1980,1980,0,NA,NA,-1.02365572296388,-1.51328812003373,-2.53694384299761,0
29,F,1980,1981,0,NA,NA,-0.0151383003641817,-0.636099831085051,-0.651238131449233,2
30,F,1980,1986,0,NA,NA,-0.935948601168394,0.226301532497161,-0.709647068671233,8
31,F,1980,1980,0,NA,NA,1.10229754620026,1.01369034746575,2.11598789366601,0
32,F,1980,1980,0,NA,NA,-0.475593078869057,0.252750135066342,-0.222842943802716,0
33,F,1980,1980,0,NA,NA,-0.709440037512506,-1.17194831284112,-1.88138835035363,0
34,F,1980,1980,0,NA,NA,-0.501258060594761,0.668714328525034,0.167456267930272,0
35,F,1980,1980,0,NA,NA,-1.6290934690787,-1.65010093484436,-3.27919440392306,0
36,F,1980,1980,0,NA,NA,-1.16761926209419,-0.365852248191901,-1.53347151028609,0
37,F,1980,1980,0,NA,NA,-2.18003964894867,-0.31611832883308,-2.49615797778175,0
38,F,1980,1980,0,NA,NA,-1.34099319210003,-1.94824604732137,-3.2892392394214,0
39,F,1980,1980,0,NA,NA,-0.294293858763713,0.920057522390905,0.625763663627192,0
40,F,1980,1981,0,NA,NA,-0.46589754040611,-0.622871594878875,-1.08876913528499,0
41,F,1980,1981,0,NA,NA,1.44949626528713,-0.334036649997458,1.11545961528967,11
42,F,1980,1980,0,NA,NA,-1.06864272367458,1.39514789252962,0.326505168855042,0
43,F,1980,1984,0,NA,NA,-0.855364633737507,0.63667441103895,-0.218690222698557,10
44,F,1980,1983,0,NA,NA,-0.280623001957454,-0.108431696990383,-0.389054698947837,7
45,F,1980,1980,0,NA,NA,-0.994340076295665,0.513762778404674,-0.480577297890991,0
46,F,1980,1985,0,NA,NA,-0.968514317872049,0.399271807273958,-0.569242510598091,29
47,F,1980,1980,0,NA,NA,-1.10731819264177,1.6628564474304,0.555538254788639,0
48,F,1980,1982,0,NA,NA,-1.25198588563894,0.275893403585483,-0.976092482053457,2
49,F,1980,1981,0,NA,NA,-0.523828118987356,0.506272623207687,-0.0175554957796685,5
50,F,1980,1981,0,NA,NA,-0.4968499572667,0.347551975023811,-0.149297982242888,4
51,M,1980,1980,0,NA,NA,-1.80603125680195,-0.377237647496313,-2.18326890429826,0
52,M,1980,1980,0,NA,NA,-0.582075924689333,0.0976194631092374,-0.484456461580095,0
53,M,1980,1980,0,NA,NA,-1.10888962442678,1.63874464512173,0.529855020694946,0
54,M,1980,1981,0,NA,NA,-1.01496200949201,-0.875592474189569,-1.89055448368158,11
55,M,1980,1983,0,NA,NA,-0.162309523556819,0.121759998641046,-0.0405495249157734,4
56,M,1980,1980,0,NA,NA,0.563055818994517,1.36213066084498,1.9251864798395,0
57,M,1980,1980,0,NA,NA,1.64781747281506,-0.23462108692271,1.41319638589235,0
58,M,1980,1980,0,NA,NA,-0.773353423943695,-1.05338280794309,-1.82673623188678,0
59,M,1980,1983,0,NA,NA,1.6059096288573,-0.869783605635912,0.736126023221385,1
60,M,1980,1980,0,NA,NA,-1.15780854769441,-0.390127029647055,-1.54793557734146,0
61,M,1980,1983,0,NA,NA,0.656588464332807,-0.847350073129572,-0.190761608796765,11
62,M,1980,1980,0,NA,NA,2.54899107071786,-0.260639392099399,2.28835167861846,0
63,M,1980,1984,0,NA,NA,-0.0347603898038376,-0.414419706341893,-0.449180096145731,13
64,M,1980,1981,0,NA,NA,-0.669633579661957,-0.183050797719434,-0.852684377381391,3
65,M,1980,1981,0,NA,NA,-0.00760475571097463,0.407056097880578,0.399451342169603,3
66,M,1980,1980,0,NA,NA,1.77708444814343,0.624633128202147,2.40171757634557,0
67,M,1980,1981,0,NA,NA,-1.13860773675091,1.67820574370471,0.539598006953803,4
68,M,1980,1980,0,NA,NA,1.36782717942326,-0.0686936535649907,1.29913352585827,0
69,M,1980,1981,0,NA,NA,1.32956479078236,-0.320839912658177,1.00872487812418,10
70,M,1980,1980,0,NA,NA,0.336472797203817,1.47100571704891,1.80747851425272,0
71,M,1980,1980,0,NA,NA,0.00689283844195796,1.7043293978271,1.71122223626906,0
72,M,1980,1989,0,NA,NA,-0.455468738161428,0.0432440375575291,-0.412224700603899,5
73,M,1980,1981,0,NA,NA,-0.366523932873933,-0.332657319133519,-0.699181252007452,0
74,M,1980,1982,0,NA,NA,0.648286567503148,-1.8222354175631,-1.17394885005995,9
75,M,1980,1980,0,NA,NA,2.07027086133094,1.41126239874678,3.48153326007772,0
76,M,1980,1981,0,NA,NA,-0.15339841246697,-0.837582434076861,-0.990980846543831,3
77,M,1980,1980,0,NA,NA,-1.39070094670149,-1.12376279439532,-2.51446374109681,0
78,M,1980,1980,0,NA,NA,-0.723581777110154,3.04376588609529,2.32018410898513,0
79,M,1980,1980,0,NA,NA,0.258261762167853,0.235021308250671,0.493283070418524,0
80,M,1980,1983,0,NA,NA,-0.317059114961199,-0.0332586101133057,-0.350317725074505,6
81,M,1980,1980,0,NA,NA,-0.177789957664294,-2.7322195229558,-2.9100094806201,0
82,M,1980,1983,0,NA,NA,-0.169994076854541,-0.0997905884418961,-0.269784665296437,12
83,M,1980,1981,0,NA,NA,-1.37230188587669,0.976031734922396,-0.396270150954297,4
84,M,1980,1986,0,NA,NA,-0.173787170414033,0.413868915451097,0.240081745037064,28
85,M,1980,1980,0,NA,NA,0.850232257121884,0.912322161610113,1.762554418732,0
86,M,1980,1980,0,NA,NA,0.697608711668253,1.98373220068438,2.68134091235264,0
87,M,1980,1980,0,NA,NA,0.549997351091101,1.16910851401363,1.71910586510473,0
88,M,1980,1980,0,NA,NA,-0.402731975447623,-0.50873701541522,-0.911468990862842,0
89,M,1980,1980,0,NA,NA,-0.191593770478477,0.704180178465512,0.512586407987035,0
90,M,1980,1980,0,NA,NA,-1.19452787960251,-0.198416273822079,-1.39294415342459,0
91,M,1980,1983,0,NA,NA,-0.0531588187433239,-0.538070788884863,-0.591229607628187,9
92,M,1980,1980,0,NA,NA,0.255196000995833,-2.85575865501923,-2.6005626540234,0
93,M,1980,1980,0,NA,NA,1.70596400724007,-0.789646852263761,0.916317154976314,0
94,M,1980,1980,0,NA,NA,1.00151325236345,0.487814635163685,1.48932788752713,0
95,M,1980,1980,0,NA,NA,-0.49558344300146,2.16803253951933,1.67244909651787,0
96,M,1980,1981,0,NA,NA,0.355550296999749,0.500694614280786,0.856244911280535,3
97,M,1980,1985,0,NA,NA,-1.13460804353385,0.62021020366732,-0.514397839866528,18
98,M,1980,1984,0,NA,NA,0.878203626952291,-0.965903210133575,-0.0876995831812838,24
99,M,1980,1981,0,NA,NA,0.972916753376122,0.162654708118265,1.13557146149439,10
100,M,1980,1982,0,NA,NA,2.12111710537568,-2.07823754188738,0.0428795634882988,3
101,F,1981,1981,0,3,100,0.81575791770226,0.500835931775825,1.31659384947808,0
102,F,1981,1981,0,30,84,1.01885970961665,-0.331662312006789,0.687197397609864,0
103,F,1981,1981,0,44,54,-0.131324504802622,-1.83498025077253,-1.96630475557515,0
104,M,1981,1981,0,49,67,-0.134873334297236,-2.65174124837268,-2.78661458266992,0
105,M,1981,1983,0,6,76,0.678180961425529,-0.580582172084415,0.0975987893411145,1
106,F,1981,1981,0,27,61,1.87616622364254,1.45418687087119,3.33035309451373,0
107,M,1981,1981,0,16,98,-0.695868664753073,0.838129379964693,0.14226071521162,0
108,M,1981,1982,0,44,74,0.43450372536978,1.21505358044614,1.64955730581592,0
109,M,1981,1987,0,30,98,-0.775966384541972,0.982505442732795,0.206539058190822,10
110,F,1981,1982,0,9,99,0.195304647393701,0.315764024018431,0.511068671412131,1
111,F,1981,1981,0,46,84,-0.828861265101056,-1.50706262771632,-2.33592389281738,0
112,F,1981,1981,0,9,96,-2.01661114804531,0.205569787166277,-1.81104136087903,0
113,M,1981,1981,0,44,69,0.826646136093789,1.59722809034381,2.4238742264376,0
114,M,1981,1981,0,46,74,0.877015651313295,-3.39606353457436,-2.51904788326107,0
115,M,1981,1985,0,21,84,0.898338386136426,-0.781352284302082,0.116986101834344,12
116,M,1981,1981,0,41,55,0.165299219484976,1.10246464075191,1.26776386023688,0
117,F,1981,1981,0,9,98,-0.0884485908409164,0.528745019445293,0.440296428604376,0
118,F,1981,1981,0,41,64,0.370555624505141,0.789394403514854,1.15995002802,0
119,F,1981,1981,0,41,96,1.04319699345671,0.457099505856081,1.50029649931279,0
120,M,1981,1984,0,46,63,-0.694806039359133,0.538833115658123,-0.15597292370101,15
121,M,1981,1982,0,49,54,-0.459898749026032,0.0146431224111012,-0.445255626614931,2
122,F,1981,1982,0,6,63,0.040026798613697,-0.916489135703093,-0.876462337089396,3
123,M,1981,1981,0,44,64,-0.765788303570847,-1.22681509076766,-1.9926033943385,0
124,M,1981,1982,0,43,82,-0.205515096382958,0.0361528681302234,-0.169362228252735,1
125,M,1981,1981,0,46,74,-0.620932472935352,-0.42139311357139,-1.04232558650674,0
126,F,1981,1981,0,29,54,-0.916469339694635,-0.899364408462905,-1.81583374815754,0
127,M,1981,1985,0,6,63,-1.07177169407043,0.417441317486562,-0.654330376583865,15
128,F,1981,1982,0,41,54,0.642637977959374,0.15344473686401,0.796082714823384,0
129,M,1981,1981,0,46,82,-1.55212754439133,1.46328304519325,-0.0888444991980808,0
130,M,1981,1981,0,8,54,-1.58771480218722,-1.12150249732554,-2.70921729951276,0
131,M,1981,1981,0,9,83,-0.848028911126463,-0.517788083055024,-1.36581699418149,0
132,M,1981,1984,0,46,74,-0.736428989400515,-0.0749470883385233,-0.811376077739038,11
133,F,1981,1985,0,2,99,1.29962804971426,-1.40779008143908,-0.108162031724816,6
134,F,1981,1982,0,46,63,-0.997227778932001,-0.284705868110477,-1.28193364704248,8
135,F,1981,1981,0,8,97,-1.05274575921238,-0.708171178213376,-1.76091693742576,0
136,F,1981,1989,0,41,59,2.03908311116435,-2.14763900113752,-0.108555889973168,20
137,F,1981,1982,0,49,91,-0.888744676295391,-0.283837160611358,-1.17258183690675,1
138,F,1981,1982,0,43,67,-0.0535812645166531,-0.534072163976087,-0.58765342849274,1
139,F,1981,1981,0,9,99,0.0467148572563418,1.1330101941542,1.17972505141054,0
140,F,1981,1984,0,3,98,1.18456062393749,-0.604068922847656,0.580491701089838,3
141,M,1981,1984,0,13,69,-0.377374230929671,0.557511595592472,0.180137364662801,4
142,M,1981,1981,0,9,54,-0.475395654563769,0.142629293255087,-0.332766361308682,0
143,F,1981,1983,0,2,69,0.502615373643619,-1.23686021484532,-0.734244841201705,12
144,F,1981,1981,0,9,63,-0.979927083670752,0.37414397250319,-0.605783111167562,0
145,M,1981,1982,0,46,54,-0.74301033433334,-0.106086123466453,-0.849096457799793,0
146,M,1981,1987,0,22,83,-0.551411794136924,0.166061986509049,-0.385349807627875,15
147,F,1981,1981,0,13,54,-2.32629543743922,0.658034848342406,-1.66826058909681,0
148,M,1981,1982,0,46,99,-0.16092336528972,0.113962919971386,-0.0469604453183346,6
149,M,1981,1981,0,14,80,-0.0149181528224278,1.58515916403119,1.57024101120876,0
150,F,1981,1981,0,46,99,0.303490200928896,0.115553440443324,0.41904364137222,0
151,F,1981,1981,0,46,84,-0.538528660698252,-1.25399903928352,-1.79252769998177,0
152,F,1981,1986,0,14,84,-0.267113990620586,0.74186477930074,0.474750788680155,4
153,M,1981,1981,0,46,74,-0.76063759997743,-1.22290161499985,-1.98353921497728,0
154,F,1981,1981,0,8,72,-0.279387371214587,-1.91889413176211,-2.1982815029767,0
155,M,1981,1981,0,46,69,-1.01525118128701,-0.809936389920794,-1.8251875712078,0
156,F,1981,1984,0,46,98,-0.0367230014509497,-0.744677228785278,-0.781400230236227,4
157,M,1981,1984,0,21,65,0.845976696678913,-0.607505922693199,0.238470773985714,13
158,M,1981,1981,0,49,98,-0.634146171478174,1.60675956606494,0.972613394586762,0
159,M,1981,1984,0,46,64,-1.26601436271286,1.63559944628363,0.369585083570763,4
160,M,1981,1981,0,41,83,0.378663271321856,0.726091096698492,1.10475436802035,0
161,F,1981,1987,0,41,69,0.355129146765667,-1.27383492504346,-0.918705778277791,3
162,M,1981,1982,0,13,67,0.131275500170562,0.0231465554333402,0.154422055603902,5
163,M,1981,1981,0,41,98,0.572833181525021,0.487121233826478,1.0599544153515,0
164,F,1981,1981,0,10,63,0.285413041918073,-0.137027503269731,0.148385538648342,0
165,F,1981,1981,0,43,84,-1.14898258990882,0.171745482456009,-0.977237107452811,0
166,M,1981,1982,0,29,74,0.738483896670961,-0.944793914899987,-0.206310018229025,5
167,M,1981,1981,0,50,69,-0.207133622268653,-1.28762030600621,-1.49475392827487,0
168,F,1981,1981,0,14,82,0.651588517243041,1.40776573875103,2.05935425599407,0
169,M,1981,1981,0,13,99,1.13089524085041,0.26737268905316,1.39826792990357,0
170,F,1981,1981,0,46,98,-1.21827446585844,-0.408397642146012,-1.62667210800445,0
171,M,1981,1981,0,43,84,-1.5180756307899,0.325271219916941,-1.19280441087296,0
172,M,1981,1981,0,5,84,0.177463906141989,2.06248097311935,2.23994487926134,0
173,F,1981,1987,0,30,84,-0.577996059735962,0.362666955663951,-0.215329104072011,7
174,F,1981,1981,0,46,98,0.163432588907856,1.4114046447039,1.57483723361175,0
175,F,1981,1982,0,9,54,-0.705145312428878,1.36754431457543,0.66239900214655,3
176,M,1981,1982,0,13,72,-0.664023472158026,-0.407176147121539,-1.07119961927956,3
177,F,1981,1981,0,6,69,0.836320188076313,0.762541730885853,1.59886191896217,0
178,F,1981,1987,0,41,99,0.714998930947503,-0.651200823031723,0.0637981079157801,16
179,F,1981,1981,0,41,84,0.179106047309154,-1.47365577946832,-1.29454973215916,0
180,F,1981,1981,0,9,63,-0.444166273990802,-1.20166579640511,-1.64583207039591,0
181,F,1981,1984,0,46,69,0.0353300603277482,-0.148720478130092,-0.113390417802344,23
182,M,1981,1981,0,43,83,-0.427922575261414,1.79706242855231,1.36913985329089,0
183,M,1981,1982,0,14,84,-0.127934064016355,0.104808717855571,-0.0231253461607833,14
184,M,1981,1981,0,46,69,-0.709129963785242,-0.802837973351476,-1.51196793713672,0
185,F,1981,1981,0,44,91,-0.545167290111097,0.230374964163675,-0.314792325947423,0
186,F,1981,1982,0,5,54,-1.54308611589004,0.697975193218088,-0.845110922671954,1
187,M,1981,1981,0,8,84,-1.18766746958765,-1.29520173194588,-2.48286920153353,0
188,F,1981,1983,0,6,82,1.31869964768445,-1.05468021797766,0.264019429706783,0
189,M,1981,1983,0,6,76,0.881674766768868,-1.94160748967507,-1.0599327229062,11
190,F,1981,1981,0,46,91,-1.13647695156806,-1.26956059300372,-2.40603754457178,0
191,F,1981,1981,0,14,76,-0.334524654759235,-0.887438810816108,-1.22196346557534,0
192,F,1981,1982,0,43,98,-0.234883422716078,-0.291915762703194,-0.526799185419272,2
193,F,1981,1983,0,46,84,-0.778111637525781,1.41009405297303,0.631982415447249,2
194,F,1981,1982,0,2,82,-0.014317952289259,0.88864143026394,0.874323477974681,2
195,F,1981,1981,0,5,63,0.860314762698471,0.272974319690261,1.13328908238873,0
196,M,1981,1982,0,14,65,-0.760167751061161,-0.566641466026189,-1.32680921708735,0
197,F,1981,1981,0,15,99,1.38002599132408,-0.0402069374365745,1.3398190538875,0
198,F,1981,1981,0,5,100,1.45459647154492,0.547612245301063,2.00220871684598,0
199,M,1981,1985,0,12,84,-0.59210672447583,-0.504033321605536,-1.09614004608137,19
200,F,1981,1981,0,49,99,0.627334519359156,1.0590701295588,1.68640464891796,0
201,F,1981,1981,0,50,65,-0.160950193972544,1.09745356643579,0.936503372463243,0
202,M,1981,1984,0,15,84,1.91575442138627,-1.16650462962559,0.749249791760684,14
203,F,1981,1981,0,22,82,0.240705149828033,-0.74691131008606,-0.506206160258027,0
204,M,1981,1981,0,46,96,0.0151823480286301,1.20673873333927,1.2219210813679,0
205,F,1981,1981,0,50,97,-0.963508075692167,-1.68721988054335,-2.65072795623552,0
206,M,1981,1982,0,9,82,-0.62220827269917,0.419709894906327,-0.202498377792842,2
207,F,1981,1984,0,21,72,0.071237942110895,0.233498761638796,0.304736703749691,10
208,M,1981,1981,0,14,100,1.57419391224738,3.19590119785739,4.77009511010477,0
209,F,1981,1981,0,8,69,1.6327567199682,-2.72968034122695,-1.09692362125875,0
210,F,1981,1982,0,50,84,-0.652664510132942,-0.840795801424047,-1.49346031155699,3
211,F,1981,1985,0,44,82,-0.489519220252944,0.674028668650456,0.184509448397511,6
212,F,1981,1984,0,41,97,-1.72441167508767,1.67432650967139,-0.0500851654162822,10
213,M,1981,1982,0,46,67,-1.07786659060376,0.839687083840494,-0.238179506763267,1
214,M,1981,1981,0,46,54,-2.40274297980781,-1.42836843555519,-3.831111415363,0
215,F,1981,1981,0,44,99,0.968427707773553,2.23938816916782,3.20781587694137,0
216,F,1982,1982,0,181,98,0.245178028379369,-1.32919608795851,-1.08401805957914,0
217,M,1982,1982,0,25,124,-0.70429976598921,-1.21150860236927,-1.91580836835848,0
218,M,1982,1982,0,25,141,-0.32486803507831,1.11426580280588,0.789397767727574,0
219,M,1982,1983,0,173,148,-0.267017011279746,-0.98838338480151,-1.25540039608126,1
220,F,1982,1982,0,178,162,-0.5180027320141,0.801343973301315,0.283341241287215,0
221,M,1982,1987,0,5,74,-0.0772326390237033,0.355357316379636,0.278124677355932,16
222,M,1982,1985,0,138,141,-0.73536690913911,0.659044112430605,-0.0763227967085047,1
223,F,1982,1983,0,181,120,0.608452918324009,-1.61398923552076,-1.00553631719675,3
224,F,1982,1982,0,25,120,-0.521368738174464,-1.08419695962115,-1.60556569779562,0
225,F,1982,1983,0,192,183,0.610739923766797,-0.546647314079835,0.0640926096869623,4
226,M,1982,1982,0,25,120,-1.18325587661477,-0.593595675814621,-1.77685155242939,0
227,M,1982,1982,0,30,127,-1.11731819989988,0.286019156682652,-0.831299043217225,0
228,M,1982,1984,0,134,127,-0.500631658940818,0.0355413400870423,-0.465090318853776,2
229,F,1982,1983,0,9,80,-0.0933955779674934,-0.278642618102059,-0.372038196069552,3
230,F,1982,1982,0,136,157,0.549995452548334,1.08598791394669,1.63598336649502,0
231,F,1982,1982,0,25,183,-0.906706905421924,0.749027506530991,-0.157679398890933,0
232,F,1982,1983,0,181,120,0.375231718658976,0.251511691387177,0.626743410046153,1
233,M,1982,1982,0,134,121,-0.868657622571318,0.130763475057932,-0.737894147513386,0
234,M,1982,1985,0,210,127,-0.216419919191891,0.455521034779939,0.239101115588048,3
235,F,1982,1982,0,173,166,0.517188788784672,0.918376183602326,1.435564972387,0
236,F,1982,1982,0,211,183,-0.199825512856424,1.22556080244471,1.02573528958829,0
237,F,1982,1983,0,143,55,1.15082838866435,-0.609202705246504,0.541625683417844,2
238,F,1982,1982,0,178,148,-1.36086012426452,-0.205473993632778,-1.5663341178973,0
239,M,1982,1982,0,192,84,-0.223427240595089,0.878570836798156,0.655143596203067,0
240,F,1982,1983,0,136,109,0.510422085138304,1.34151070674533,1.85193279188363,1
241,M,1982,1984,0,181,166,-0.279881171942606,1.19878348355121,0.918902311608599,8
242,F,1982,1987,0,25,146,-0.0491422223375286,0.0197524830955436,-0.029389739241985,48
243,M,1982,1982,0,181,189,0.00169890180300564,1.52549186956588,1.52719077136889,0
244,M,1982,1984,0,181,157,-0.019960303042561,-0.520779893915086,-0.540740196957647,9
245,F,1982,1982,0,181,115,0.386107553876849,-1.84237746180936,-1.45626990793251,0
246,M,1982,1982,0,181,127,-0.245328308278705,0.0972566752439549,-0.14807163303475,0
247,M,1982,1989,0,210,61,0.0563516984521735,0.30125130152072,0.357602999972894,19
248,F,1982,1982,0,212,120,-0.994395719998412,-1.41562676541484,-2.41002248541325,0
249,M,1982,1984,0,122,115,0.523177901352902,-1.69208398925626,-1.16890608790336,7
250,F,1982,1982,0,212,189,-0.991676832536821,0.0132562479602741,-0.978420584576547,0
251,M,1982,1982,0,9,84,0.904984226625591,0.648520109246891,1.55350433587248,0
252,M,1982,1983,0,134,115,-0.760123658602881,0.84247860739344,0.0823549487905597,2
253,F,1982,1982,0,137,146,0.947738273815374,0.297178180962616,1.24491645477799,0
254,M,1982,1982,0,110,162,-0.378784392996633,-0.869787770996506,-1.24857216399314,0
255,M,1982,1982,0,25,183,-0.96966792148576,0.250913020976456,-0.718754900509303,0
256,F,1982,1983,0,30,127,-0.788913501842751,0.522254764606519,-0.266658737236232,2
257,F,1982,1982,0,178,183,0.357975585047333,-1.99055329189052,-1.63257770684319,0
258,M,1982,1982,0,25,176,1.26235814393528,-0.352659967378868,0.909698176556407,0
259,M,1982,1982,0,122,98,0.426200183856549,1.53433193776145,1.960532121618,0
260,M,1982,1982,0,210,115,1.26692498563185,-0.890202573058019,0.376722412573828,0
261,F,1982,1987,0,9,189,1.3586443034344,-0.317079034487205,1.0415652689472,6
262,M,1982,1982,0,25,120,-1.6585047228542,0.612019448759526,-1.04648527409468,0
263,M,1982,1987,0,25,176,0.502019355159368,-0.548982185168303,-0.0469628300089346,12
264,M,1982,1983,0,134,132,-0.87814564128166,1.06481646364902,0.186670822367356,1
265,M,1982,1982,0,25,183,-0.549148111580139,-1.81191331156692,-2.36106142314706,0
266,F,1982,1982,0,9,74,0.00135830434299974,1.30827341163999,1.30963171598299,0
267,F,1982,1982,0,178,97,1.21774317759261,-0.537088564187444,0.680654613405168,0
268,M,1982,1986,0,16,121,1.2972255213852,-1.09352459319519,0.203700928190014,9
269,M,1982,1982,0,9,55,-1.32476320376752,0.0877347658777355,-1.23702843788979,0
270,M,1982,1982,0,25,120,-0.385890226898111,-0.0446452374816845,-0.430535464379795,0
271,F,1982,1987,0,6,162,-0.084201767530858,-0.162295059390847,-0.246496826921705,9
272,F,1982,1982,0,211,127,-0.909777361687909,-0.361443252352542,-1.27122061404045,0
273,M,1982,1988,0,9,97,-0.604311469915346,0.255971646277566,-0.34833982363778,10
274,M,1982,1982,0,25,206,-1.76381137499198,0.221585054216063,-1.54222632077592,0
275,F,1982,1983,0,181,97,0.0304922756091548,2.02099385674364,2.05148613235279,1
276,M,1982,1982,0,181,109,-0.119307773790107,2.06769208443669,1.94838431064658,0
277,M,1982,1988,0,16,61,0.383581158540265,-0.355669142037043,0.0279120165032227,13
278,M,1982,1982,0,122,166,1.57332120785004,0.122210579771242,1.69553178762128,0
279,M,1982,1983,0,181,183,0.942103351148178,0.22366614372915,1.16576949487733,2
280,F,1982,1984,0,181,148,-0.536915583501119,-0.156238732338492,-0.693154315839611,7
281,M,1982,1982,0,25,127,0.319935422745187,1.07651119317425,1.39644661591943,0
282,F,1982,1982,0,207,84,-0.0499089574372612,0.171607204129805,0.121698246692543,0
283,M,1982,1982,0,136,84,1.83630156461321,0.204837270795135,2.04113883540835,0
284,M,1982,1982,0,156,127,0.581611879344986,0.128568677082995,0.71018055642798,0
285,F,1982,1982,0,25,148,-1.32229870416716,-0.727702873508692,-2.05000157767585,0
286,F,1982,1982,0,194,157,0.26418650009365,1.75677534558757,2.02096184568122,0
287,F,1982,1982,0,133,183,0.734644910907409,-0.318800776488433,0.415844134418977,0
288,M,1982,1982,0,175,162,-0.984678214483312,-1.66182756796981,-2.64650578245313,0
289,M,1982,1982,0,181,127,-0.693232764725868,-1.29786486488855,-1.99109762961442,0
290,M,1982,1986,0,181,148,0.569042545134035,-0.910598610181295,-0.34155606504726,4
291,M,1982,1982,0,136,115,1.04643622836855,0.877027113263667,1.92346334163222,0
292,M,1982,1985,0,178,183,0.628925445768282,0.338641190202811,0.967566635971093,18
293,M,1982,1985,0,25,55,-0.0579955154343919,-0.563932948250656,-0.621928463685048,4
294,M,1982,1982,0,134,176,-0.496011652069957,-1.92611158861667,-2.42212324068663,0
295,F,1982,1984,0,156,146,0.632940311334625,-0.0455992309183662,0.587341080416259,12
296,F,1982,1982,0,175,183,1.09343494006466,-0.0965804741213976,0.99685446594326,0
297,M,1982,1982,0,173,120,-0.75047221677053,-2.8632653414107,-3.61373755818123,0
298,M,1982,1982,0,133,183,-0.142792579284924,-0.502265915498548,-0.645058494783471,0
299,M,1982,1982,0,133,141,1.13885652010227,0.428217676536045,1.56707419663831,0
300,F,1982,1982,0,48,157,-1.28459969769157,-1.12011311559083,-2.4047128132824,0
301,M,1982,1985,0,178,157,0.431317203280062,-0.910262308808473,-0.478945105528411,2
302,M,1982,1982,0,25,199,-0.684668119715924,1.13724364356538,0.45257552384946,0
303,M,1982,1982,0,5,127,-0.700116377326515,-0.2600177235301,-0.960134100856615,0
304,F,1982,1984,0,25,162,0.25955284383483,1.51282230893888,1.77237515277371,3
305,F,1982,1982,0,8,132,-2.26931946573525,0.924489099300011,-1.34483036643524,0
306,M,1982,1982,0,136,72,1.86458291415431,0.318450519485061,2.18303343363937,0
307,M,1982,1982,0,134,98,-0.574992424555516,0.465539326248683,-0.109453098306834,0
308,F,1982,1982,0,175,159,-1.72586074832107,0.042047391404617,-1.68381335691646,0
309,M,1982,1983,0,134,166,0.842071027661617,0.00799532989882029,0.850066357560437,4
310,M,1982,1986,0,156,98,0.704474169672578,-1.99014481769529,-1.28567064802271,0
311,F,1982,1982,0,25,63,-0.38634820567269,1.24352395166473,0.857175745992039,0
312,F,1982,1982,0,178,61,0.229119018710325,-1.28939040760187,-1.06027138889154,0
313,F,1982,1985,0,140,146,0.0134835477219321,-0.212841974773289,-0.199358427051357,4
